CompanyName,MatchingName,SimilarityScore
LYONDELLBASELL INDS A,LYONDELLBASELL INDUSTRIES NV,0.8163265306122449
M & T BANK CORP,M&T BANK CORPORATION,0.7428571428571429
M&G,M&G PLC,0.6
M3,"M3,INC.",0.4444444444444444
MACQUARIE GROUP,MACQUARIE GROUP LTD,0.8823529411764706
MAGNA INTERNATIONAL,MAGNA INTERNATIONAL INC.,0.8837209302325582
MAKITA CORP,MAKITA CORPORATION,0.7586206896551724
MANULIFE FINANCIAL CORP,MANULIFE FINANCIAL CORPORATION,0.8679245283018868
MAPLETREE LOGISTICS,MAPLETREE LOGISTICS TRUST,0.8636363636363636
MAPLETREE PAN ASIA COMM,MAPLETREE NORTH ASIA COMMERCIAL TRUST,0.7
MARATHON OIL CORP,MARATHON GOLD CORP,0.9142857142857143
MARATHON PETROLEUM,MARATHON PETROLEUM CORP,0.8780487804878049
MARKEL CORP,MIRAE CORP,0.7619047619047619
MARKETAXESS HLDGS,MARKETAXESS HOLDINGS INC.,0.8095238095238095
MARRIOTT INTERNATIONAL A,MARRIOTT INTERNATIONAL INC,0.92
MARSH & MCLENNAN COS,"MARSH & MCLENNAN COMPANIES, INC.",0.7692307692307693
MARTIN MARIETTA MATRLS,"MARTIN MARIETTA MATERIALS, INC.",0.8301886792452831
MARUBENI CORP,MARUBENI CORP,1.0
MARVELL TECHNOLOGY,MARVELL TECHNOLOGY GROUP LTD.,0.7659574468085106
MASCO CORP,MASCO CORP,1.0
MASIMO,MAJESCO,0.6153846153846154
MASTERCARD A,MASTERCARD INC,0.8461538461538461
MATCH GROUP(NEW),MATCH GROUP INC,0.7741935483870968
MATSUKIYOCOCOKARA & CO,MITSUI & CO LTD,0.5405405405405406
MAZDA MOTOR CORP,MAZDA MOTOR CORP,1.0
MCCORMICK & CO NV,MCCORMICK & CO /SH NV,0.8947368421052632
MCDONALD'S CORP,MCDONALD'S CORP,1.0
MCDONALD'S HLDGS CO JP,MCDONALD'S CORP,0.7567567567567568
MCKESSON CORP,MCKESSON CORPORATION,0.7878787878787878
MEDIBANK PRIVATE,MEDIBANK PRIVATE LTD,0.8888888888888888
MEDICAL PROPERTIES TRUST,"MEDICAL PROPERTIES TRUST, INC.",0.8888888888888888
MEDIOBANCA,MEDIOBANCA GROUP,0.7692307692307693
MEDTRONIC PLC,MEDTRONIC PLC,1.0
MEIJI HOLDINGS CO,MEIJI HOLDINGS CO LTD,0.8947368421052632
MELROSE INDUSTRIES,MELROSE INDUSTRIES PLC,0.9
MERCADOLIBRE,MERCADOLIBRE INC,0.8571428571428571
MERCEDES BENZ GROUP,MEARS GROUP PLC,0.5882352941176471
MERCK & CO,"MERCK & CO., INC.",0.7407407407407407
MERCK KGAA STAMM,MERCK KGAA,0.7692307692307693
MERCURY NZ,MERCURY NZ LTD,0.8333333333333334
MERIDIAN ENERGY,MERIDIAN ENERGY LTD,0.8823529411764706
META PLATFORMS A,METABOLIC EXPLORER SA,0.5945945945945946
METLIFE,METLIFE INC,0.7777777777777778
METRO A,METRO AG,0.9333333333333333
METSO OUTOTEC,METSO OYJ,0.6363636363636364
METTLER TOLEDO INTL,METTLER-TOLEDO INTERNATIONAL INC.,0.6923076923076923
MGM RESORTS INTL,MGM RESORTS INTERNATIONAL,0.7804878048780488
MICHELIN,MEDICLIN AG,0.631578947368421
MICROCHIP TECHNOLOGY,MICROCHIP TECHNOLOGY INC.,0.8888888888888888
MICRON TECHNOLOGY,"MICRON TECHNOLOGY, INC.",0.85
MICROSOFT CORP,MICROSOFT CORP/SH,0.9032258064516129
MID-AMERICA APARTMENT,MID-AMERICA APARTMENT COMMUNITIES INC,0.7241379310344828
MINEBEA MITSUMI,MINEBEA MITSUMI INC,0.8823529411764706
MINERAL RESOURCES,MINERAL RESOURCES LIMITED,0.8095238095238095
MIRVAC GROUP,MIRVAC GROUP,1.0
MISUMI GROUP,MISUMI GROUP INC.,0.8275862068965517
MITSUBISHI CHEMICAL GRP,MITSUBISHI CHEMICAL HOLDINGS CORP.,0.8070175438596491
MITSUBISHI CORP,MITSUBISHI CORP,1.0
MITSUBISHI ELECTRIC CORP,MITSUBISHI ELECTRIC CORPORATION,0.8727272727272727
MITSUBISHI ESTATE CO,MITSUBISHI ESTATE CO LTD,0.9090909090909091
MITSUBISHI HC CAPITAL,MITSUBISHI CORP,0.7222222222222222
MITSUBISHI HEAVY IND,MITSUBISHI HEAVY INDUSTRIES LTD,0.7843137254901961
MITSUBISHI UFJ FIN GRP,"MITSUBISHI UFJ FINANCIAL GROUP,INC.",0.7719298245614035
MITSUI & CO,MITSUI & CO LTD,0.8461538461538461
MITSUI CHEMICALS,"MITSUI CHEMICALS,INC.",0.8648648648648649
MITSUI FUDOSAN CO,"MITSUI FUDOSAN CO.,LTD.",0.85
MITSUI OSK LINES,MITSUI OSK LINES LTD,0.8888888888888888
MIZRAHI TEFAHOT BANK,MIZRAHI TEFAHOT BANK LTD.,0.8888888888888888
MIZUHO FINANCIAL GROUP,MIZUHO FINANCIAL GROUP INC.,0.8979591836734694
MODERNA,"MODERNA, INC.",0.7
MOHAWK INDUSTRIES,"MOHAWK INDUSTRIES, INC.",0.85
MOLINA HEALTHCARE,"MOLINA HEALTHCARE, INC.",0.85
MOLSON COORS BREWING B,MOLSON COORS BREWING COMPANY,0.84
MONCLER SPA,MONCLER SPA,1.0
MONDELEZ INTERNATIONAL A,"MONDELEZ INTERNATIONAL, INC.",0.8846153846153846
MONDI PLC (GB),MONDI PLC,0.782608695652174
MONGODB A,"MONGODB, INC.",0.7272727272727273
MONOLITHIC POWER SYSTEMS,"MONOLITHIC POWER SYSTEMS, INC.",0.8888888888888888
MONOTARO CO,"MONOTARO CO.,LTD.",0.7857142857142857
MONSTER BEVERAGE,MONSTER BEVERAGE CORP,0.8648648648648649
MOODY'S CORP,MOODY'S CORPORATION,0.7741935483870968
MORGAN STANLEY,MORGAN STANLEY,1.0
MOSAIC CO (THE),MOSAIC CO,0.75
MOTOROLA SOLUTIONS,MOTOROLA SOLUTIONS INC,0.9
MOWI,MOWI ASA,0.6666666666666666
MS&AD INSURANCE GROUP,MS&AD INSURANCE GROUP HOLDING INC,0.7777777777777778
MSCI,MSCI INC,0.6666666666666666
MTR CORP,MIRAE CORP,0.7777777777777778
MTU AERO ENGINES,MTU AERO ENGINES AG,0.9142857142857143
MUENCHENER RUECKVERSICH,MUENCHENER RUECKVRSCHRNG GSLCHFT AG MNCH,0.6666666666666666
MURATA MANUFACTURING CO,"MURATA MANUFACTURING CO.,LTD.",0.8846153846153846
NASDAQ,NASDAQ INC,0.75
NATIONAL AUSTRALIA BANK,NATIONAL AUSTRALIA BANK LTD.,0.9019607843137255
NATIONAL BANK OF CANADA,NATIONAL BANK OF CANADA,1.0
NATIONAL GRID,NATIONAL GRID PLC,0.8666666666666667
NATURGY ENERGY GROUP,NATURGY ENERGY GROUP SA,0.9302325581395349
NATWEST GROUP,NATWEST GROUP PLC,0.8666666666666667
NEC CORP,NEC CORP,1.0
NEMETSCHEK,NEMETSCHEK SE,0.8695652173913043
NESTE CORPORATION,NEOS CORPORATION,0.9090909090909091
NESTLE,NESTLE SA,0.8
NETAPP,NETAPP INC.,0.7058823529411765
NETFLIX,"NETFLIX, INC.",0.7
NEUROCRINE BIOSCIENCES,"NEUROCRINE BIOSCIENCES, INC.",0.88
NEW FOX A,NFON AG,0.625
NEW FOX B,NEW WORK SE,0.6
NEW INFORMA,NEINOR HOMES SA,0.6153846153846154
NEW WORLD DEVELOPMENT,NEW WORLD DEVELOPMENT COMPANY LTD.,0.7636363636363637
NEWCREST MINING,NEWCREST MINING LIMITED,0.7894736842105263
NEWELL BRANDS,NEWELL BRANDS INC.,0.8387096774193549
NEWMONT CORP,NEWMONT CORPORATION,0.7741935483870968
NEWS CORP A,NEWS CORP CLASS A,0.7857142857142857
NEXI,NEXI SPA,0.6666666666666666
NEXON CO,NEXON CO LTD,0.8
NEXT,NEXT PLC,0.6666666666666666
NEXTERA ENERGY,NEXTERA ENERGY INC,0.875
NGK INSULATORS,NGK INSULATORS LTD,0.875
NIBE INDUSTRIER B,NIBE INDUSTRIER AB,0.9714285714285714
NICE,NICE LTD,0.6666666666666666
NIDEC CORP,NEC CORP,0.8888888888888888
NIHON M&A CENTER HLDGS,NIHON M&A CENTER INC.,0.7906976744186046
NIKE B,NIKE INC,0.7142857142857143
NINTENDO CO,"NINTENDO CO., LTD",0.7857142857142857
NIPPON BUILDING FUND,NIPPON BUILDING FUND INC.,0.8888888888888888
NIPPON EXPRESS HLDGS,NIPPON EXPRESS CO LTD,0.8292682926829268
NIPPON PAINT HOLDINGS CO,NIPPON PAINT HOLDINGS CO LTD,0.9230769230769231
NIPPON PROLOGIS REIT,"NIPPON PROLOGIS REIT,INC.",0.8888888888888888
NIPPON SANSO HOLDINGS,NIPPON PAINT HOLDINGS CO LTD,0.7346938775510204
NIPPON SHINYAKU CO,"NIPPON SHINYAKU CO.,LTD.",0.8571428571428571
NIPPON STEEL CORP,NIPPON STEEL CORP,1.0
NIPPON YUSEN K.K,NIHON SEIKAN K.K.,0.7272727272727273
NISOURCE (NEW),NISOURCE INC.,0.7407407407407407
NISSAN CHEMICAL,NISSAN CHEMICAL CORP,0.8571428571428571
NISSAN MOTOR CO,NISSAN MOTOR CO LTD,0.8823529411764706
NISSHIN SEIFUN GROUP,NISSHIN SEIFUN GROUP INC.,0.8888888888888888
NISSIN FOODS HOLDINGS CO,"NISSIN FOODS HOLDINGS CO.,LTD.",0.8888888888888888
NITORI HOLDINGS CO,NITORI HOLDINGS CO LTD,0.9
NITTO DENKO CORP,NITTO DENKO CORPORATION,0.8205128205128205
NN GROUP,NN GROUP NV,0.8421052631578947
NOKIA CORP,NOKIA CORPORATION,0.7407407407407407
NOMURA HOLDINGS,NOMURA HOLDINGS INC,0.8823529411764706
NOMURA REAL EST MF (NEW),"NOMURA REAL ESTATE MASTER FUND,INC.",0.6440677966101694
NOMURA REAL ESTATE HLDG,"NOMURA REAL ESTATE HOLDINGS,INC.",0.8363636363636363
NOMURA RESEARCH INST,NOMURA RESEARCH INSTITUTE LTD,0.8163265306122449
NORDEA BANK,NORDEA BANK ABP,0.8461538461538461
NORDSON CORP,NORDSON CORPORATION,0.7741935483870968
NORFOLK SOUTHERN CORP,NORFOLK SOUTHERN CORPORATION,0.8571428571428571
NORSK HYDRO,NORSK HYDRO ASA,0.8461538461538461
NORTHERN STAR RESOURCES,NORTHERN STAR RESOURCES LTD,0.92
NORTHERN TRUST CORP,NORTHERN TRUST CORPORATION,0.8444444444444444
NORTHLAND POWER,NORTHLAND POWER INC.,0.8571428571428571
NORTHROP GRUMMAN CORP,NORTHROP GRUMMAN CORPORATION,0.8571428571428571
NOVARTIS,NOVARTIS AG,0.8421052631578947
NOVO NORDISK B,NOVO NORDISK A/S,0.8666666666666667
NOVOCURE,NOVOCURE LTD,0.8
NOVOZYMES B,NOVOZYMES A/S,0.8333333333333334
NRG ENERGY,NRG ENERGY INC,0.8333333333333334
NTT CORP,NTT DATA CORP,0.7619047619047619
NTT DATA CORP,NTT DATA CORP,1.0
NUCOR CORP,NEC CORP,0.7777777777777778
NUTRIEN,NUTRIEN LTD,0.7777777777777778
NUVEI CORPORATION SV,NUVEI CORPORATION,0.918918918918919
NVIDIA,NVOI LTD,0.5714285714285714
NVR,NVE CORP,0.5454545454545454
NXP SEMICONDUCTORS (US),NXP SEMICONDUCTORS NV,0.8636363636363636
O'REILLY AUTOMOTIVE,O'REILLY AUTOMOTIVE INC,0.9047619047619048
OBAYASHI CORP,OBAYASHI CORP,1.0
OBIC CO,"OBIC CO.,LTD.",0.7
OCADO GROUP,OCADO GROUP PLC,0.8461538461538461
OCBC BANK,OPUS BANK,0.6666666666666666
OCCIDENTAL PETROLEUM,OCCIDENTAL PETROLEUM CORPORATION,0.7692307692307693
OCI NV,OCI NV,1.0
ODAKYU ELECTRIC RAILWAY,"ODAKYU ELECTRIC RAILWAY CO.,LTD.",0.8363636363636363
OJI HOLDINGS CORP,OJI HOLDINGS CORP,1.0
OKTA,"OKTA, INC.",0.5714285714285714
OLD DOMINION FREIGHT,"OLD DOMINION FREIGHT LINE, INC.",0.7843137254901961
OLYMPUS CORP,OLYMPUS CORP,1.0
OMNICOM GROUP,OMNICOM GROUP INC.,0.8387096774193549
OMRON CORP,OMRON CORPORATION,0.7407407407407407
OMV AG,OMV AG,1.0
ON SEMICONDUCTOR CORP,ON SEMICONDUCTOR CORP,1.0
ONEOK,"ONEOK, INC.",0.625
ONEX CORP,OPEN TEXT CORP,0.782608695652174
ONO PHARMACEUTICAL CO,"ONO PHARMACEUTICAL CO.,LTD.",0.875
OPEN HOUSE GROUP CO,OPEN HOUSE CO LTD,0.7222222222222222
OPEN TEXT CORP,OPEN TEXT CORP,1.0
ORACLE CORP,ORACLE CORPORATION,0.7586206896551724
ORACLE CORP JAPAN,ORACLE CORPORATION JAPAN,0.8292682926829268
ORANGE,ORANGE SA,0.8
ORICA,ORICA LTD,0.7142857142857143
ORIENTAL LAND CO,"ORIENTAL LAND CO.,LTD.",0.8421052631578947
ORIGIN ENERGY,ORIGIN ENERGY LTD,0.8666666666666667
ORION-YHTYMAE B,ORION OYJ CLASS B,0.5625
ORIX CORP,ORIX CORPORATION,0.72
ORKLA,ORKLA ASA,0.7142857142857143
ORSTED,OERSTED A/S,0.7058823529411765
OSAKA GAS CO,OSAKA GAS CO LTD,0.8571428571428571
OTIS WORLDWIDE,OTIS WORLDWIDE CORPORATION,0.7
OTSUKA CORP,OKUMA CORP,0.7619047619047619
OTSUKA HOLDINGS CO,OTSUKA HOLDINGS CO LTD,0.9
OVINTIV(US),ORIENT ABRASIVES LTD.,0.4375
OWENS CORNING,OWENS CORNING,1.0
P G & E CORP,PG&E CORPORATION,0.6428571428571429
PACCAR,PACCAR INC,0.75
PACKAGING CORP OF AMER,PACKAGING CORP OF AMERICA,0.9361702127659575
PALANTIR TECHNOLOGIES A,PALANTIR TECHNOLOGIES INC.,0.8979591836734694
PALO ALTO NETWORKS,PALO ALTO NETWORKS INC,0.9
PAN AMERICAN SILVER CORP,PAN AMERICAN SILVER CORP.,0.9795918367346939
PAN PACIFIC INTL HLDGS,PAN PACIFIC INTERNATIONAL HOLDINGS CORP.,0.7096774193548387
PANASONIC HOLDINGS CORP,PENSONIC HOLDINGS BHD,0.7727272727272727
PANDORA,PANDORA A/S,0.7777777777777778
PARAMOUNT GLOBAL B,PARAMOUNT GROUP INC,0.7027027027027027
PARKER HANNIFIN CORP,PARKER-HANNIFIN CORP,0.95
PARKLAND,PARKD LTD,0.7058823529411765
PARTNERS GROUP HOLDING,PARTNERS GROUP HOLDING,1.0
PATTINSON (WASHINGTON),PAION AG,0.5333333333333333
PAYCHEX,"PAYCHEX, INC.",0.7
PAYCOM SOFTWARE,PAYCOM SOFTWARE INC,0.8823529411764706
PAYLOCITY HOLDING CORP,PAYLOCITY HOLDING CORP,1.0
PAYPAL HOLDINGS,PAYPAL HOLDINGS INC,0.8823529411764706
PEARSON,PEARSON PLC,0.7777777777777778
PEMBINA PIPELINE,PEMBINA PIPELINE CORP,0.8648648648648649
PENTAIR PLC,PENTAIR PLC,1.0
PEPSICO,"PEPSICO, INC.",0.7
PERKINELMER,"PERKINELMER, INC.",0.7857142857142857
PERNOD RICARD,PERNOD RICARD SA,0.896551724137931
PERSIMMON,PERSIMMON PLC,0.8181818181818182
PERSOL HOLDINGS CO,PERSOL HOLDINGS CO LTD,0.9
PFIZER,PFIZER INC.,0.7058823529411765
PHILIP MORRIS INTL,PHILIP MORRIS C/SH,0.7777777777777778
PHILLIPS 66,PHILLIPS 66,1.0
PHOENIX GROUP HOLDINGS,PHOENIX GROUP HOLDINGS,1.0
PILBARA MINERALS,PILBARA MINERALS LTD,0.8888888888888888
PINTEREST A,"PINTEREST, INC.",0.7692307692307693
PIONEER NATURAL RES,PIONEER NATURAL RESOURCES,0.8636363636363636
PLUG POWER,PLUG POWER INC,0.8333333333333334
PNC FINL SERVICES GROUP,PNC FINANCIAL SERVICES GROUP INC,0.8363636363636363
POOL CORP,PPL CORP,0.8235294117647058
PORSCHE AUTOMOBIL VZG,PORSCHE AUTOMOBIL HOLDING SE,0.7755102040816326
PORSCHE VORZUG,POWERORE ORD,0.5384615384615384
POSTE ITALIANE,POSTE ITALIANE SPA,0.875
POWER ASSETS HOLDINGS,POWER ASSETS HOLDINGS LTD,0.9130434782608695
POWER CORP OF CANADA,POWER CORPORATION OF CANADA,0.851063829787234
PPG INDUSTRIES,"PPG INDUSTRIES, INC.",0.8235294117647058
PPL CORP,PPL CORP,1.0
PRICE (T. ROWE) GROUP,PRIMERO GROUP LTD,0.631578947368421
PRINCIPAL FINANCIAL GRP,PRINCIPAL FINANCIAL GROUP INC,0.8846153846153846
PROCTER & GAMBLE CO,PROCTER & GAMBLE CO,1.0
PROGRESSIVE CORP,PROGRESSIVE CORP,1.0
PROLOGIS,PROLOGIS INC,0.8
PROSUS N,PROSUS N.V.,0.8421052631578947
PRUDENTIAL,PRUDENTIAL PLC,0.8333333333333334
PRUDENTIAL FINANCIAL,PRUDENTIAL FINANCIAL INC,0.9090909090909091
PRYSMIAN,PRYSMIAN SPA,0.8
PTC,PTC INC,0.6
PUBLIC SERVICE ENT GRP,PUBLIC SERVICE ENTERPRISE GROUP INC.,0.7586206896551724
PUBLIC STORAGE,PUBLIC STORAGE,1.0
PUBLICIS GROUPE,PUBLICIS GROUPE SA,0.9090909090909091
PULTEGROUP,"PULTEGROUP, INC.",0.7692307692307693
PUMA,PUMA,1.0
QANTAS AIRWAYS,QANTAS AIRWAYS LIMITED,0.7777777777777778
QBE INSURANCE GROUP,QBE INSURANCE GROUP LTD,0.9047619047619048
QIAGEN,QIAGEN NV,0.8
QORVO,QORVO INC,0.7142857142857143
QUALCOMM,"QUALCOMM, INC.",0.7272727272727273
QUANTA SERVICES,QUANTA SERVICES INC,0.8823529411764706
QUEBECOR B,QUEBECOR INC.,0.782608695652174
QUEST DIAGNOSTICS,QUEST DIAGNOSTICS INC,0.8947368421052632
RAKUTEN GROUP,RASTAR GROUP,0.72
RAMSAY HEALTH CARE,RAMSAY HEALTH CARE LIMITED,0.8181818181818182
RANDSTAD NV,RANDSTAD NV,1.0
RATIONAL,RATIONAL AG,0.8421052631578947
RAYMOND JAMES FINANCIAL,"RAYMOND JAMES FINANCIAL, INC.",0.8846153846153846
RAYTHEON TECHNOLOGIES,RAYTHEON TECHNOLOGIES CORPORATION,0.7777777777777778
REA GROUP,RASTAR GROUP,0.7619047619047619
REALTY INCOME CORP,REALTY INCOME CORP,1.0
RECKITT BENCKISER GROUP,RECKITT BENCKISER GROUP PLC,0.92
RECORDATI,RECORDATI SPA,0.8181818181818182
RECRUIT HOLDINGS CO,RECRUIT HOLDINGS CO LTD,0.9047619047619048
RED ELECTRICA CORP,RED ELECTRICA CORPORACION SA,0.782608695652174
REECE,REECE LTD,0.7142857142857143
REGENCY CENTERS CORP,REGENCY CENTERS CORP,1.0
REGENERON PHARMACEUTICAL,REGENERON PHARMACEUTICALS INC,0.9056603773584906
REGIONS FINANCIAL (NEW),REGIONS FINANCIAL CORP,0.8
RELIANCE STEEL & ALUM,RELIANCE STEEL & ALUMINUM CO,0.8571428571428571
RELX (GB),RELX NV,0.625
REMY COINTREAU,REMY COINTREAU,1.0
RENAULT,RENAULT SA,0.8235294117647058
RENESAS ELECTRONICS CORP,RENESAS ELECTRONICS CORPORATION,0.8727272727272727
RENTOKIL INITIAL,RENTOKIL INITIAL PLC,0.8888888888888888
REPLIGEN CORP,REPLIGEN CORPORATION,0.7878787878787878
REPSOL,REPSOL SA,0.8
REPUBLIC SERVICES,"REPUBLIC SERVICES, INC.",0.85
RESMED,RESMED INC.,0.7058823529411765
RESONA HOLDINGS,RESONA HOLDINGS INC,0.8823529411764706
RESTAURANT BRANDS INT,RESTAURANT BRANDS INTERNATIONAL LP,0.7636363636363637
RHEINMETALL,RHEINMETALL AG,0.88
RICOH CO,RICOH CO LTD,0.8
RIO TINTO LTD (AU),RIO TINTO LIMITED,0.7428571428571429
RIO TINTO PLC (GB),RIO TINTO PLC,0.8387096774193549
RIOCAN REIT,REGIONAL REIT LTD,0.6428571428571429
RITCHIE BROS AUCTIONEER,RITCHIE BROS. AUCTIONEERS INC,0.8846153846153846
RIVIAN AUTOMOTIVE A,RISANAMENTO SPA,0.5294117647058824
ROBERT HALF INTL,ROBERT HALF INTERNATIONAL INC.,0.6956521739130435
ROBLOX CORP A,ROTOBLOCK CORP.,0.7142857142857143
ROCHE HOLDING GENUSS,ROCHE HOLDING AG,0.8333333333333334
ROCHE HOLDING INHABER,ROCHE HOLDING AG,0.8108108108108109
ROCKWELL AUTOMATION,ROCKWELL AUTOMATION,1.0
ROCKWOOL B,ROCTOOL SA,0.7
ROGERS COMMUNICATIONS B,ROGERS COMMUNICATIONS INC.,0.8979591836734694
ROHM CO,"ROHM CO., LTD.",0.6666666666666666
ROKU A,"ROKU, INC.",0.625
ROLLINS,"ROLLINS, INC.",0.7
ROLLS-ROYCE GROUP,ROLLS-ROYCE HOLDING PLC,0.7
ROPER TECHNOLOGIES,ROPER TECHNOLOGIES INC,0.9
ROSS STORES,"ROSS STORES, INC.",0.7857142857142857
ROYAL BANK OF CANADA,ROYAL BANK OF CANADA,1.0
ROYAL CARIBBEAN GROUP,ROYAL CARIBBEAN CRUISES LTD,0.75
ROYALTY PHARMA A,RAQUALIA PHARMA INC.,0.6111111111111112
RPM INTL,"RPC, INC.",0.5882352941176471
RWE STAMM,RWE AG,0.6666666666666666
S&P GLOBAL,S&P GLOBAL INC,0.8333333333333334
SAFRAN,SAFRAN SA,0.8
SAGAX B,SAGAX AB,0.9333333333333333
SAGE GROUP (THE),SRE GROUP LTD,0.6896551724137931
SAINSBURY (J),SANSUY S.A.,0.5833333333333334
SAINT-GOBAIN,SETNET GLOBAL INC,0.6206896551724138
SALESFORCE,"SALESFORCE.COM, INC.",0.6666666666666666
SALMAR,SALMAR ASA,0.75
SAMPO A,SAMPO OYJ,0.75
SANDS CHINA,SANDS CHINA LTD.,0.8148148148148148
SANDVIK,SANDVIK AB,0.8235294117647058
SANOFI,SANOFI,1.0
SANTOS,SANTOS LTD,0.75
SAP,SAP SE,0.6666666666666666
SAPUTO,SAPUTO INC.,0.7058823529411765
SARTORIUS STEDIM BIOTECH,SARTORIUS STEDIM BIOTECH SA,0.9411764705882353
SARTORIUS VORZUG,SARTORIUS AG,0.7857142857142857
SBA COMMUNICATIONS A,SPIR COMMUNICATION SA,0.8292682926829268
SBI HOLDINGS,"SBI HOLDINGS,INC.",0.8275862068965517
SCA B,SAS AB,0.7272727272727273
SCENTRE GROUP,SCENTRE GROUP,1.0
SCHINDLER HOLDING NAMEN,SCHINDLER HOLDING AG,0.8837209302325582
SCHINDLER HOLDING PART,SCHINDLER HOLDING AG,0.9047619047619048
SCHLUMBERGER,SCHLUMBERGER LT/SH,0.8
SCHNEIDER ELECTRIC,SCHNEIDER ELECTRIC,1.0
SCHRODERS,SCHRODERS PLC,0.8181818181818182
SCHWAB (CHARLES) CORP,SCHWAB CHARLES/ADR,0.7692307692307693
SCOUT24,SCOUT24 AG,0.8235294117647058
SCSK CORP,SCSK CORP,1.0
SEA A ADR,SBERBANK RUSSIA/S ADR,0.6
SEAGATE TECHNOLOGY,SEAGATE TECHNOLOGY PLC,0.9
SEAGEN,SPAREBANKEN,0.5882352941176471
SEALED AIR CORP,SEALED AIR CORP,1.0
SEB,SBW,0.6666666666666666
SECOM CO,SECOM CO LTD,0.8
SECURITAS B,SECURITAS AB,0.9565217391304348
SEEK,SEEKA LTD,0.6153846153846154
SEGRO,SEGRO PLC,0.7142857142857143
SEI INVESTMENTS CO,SEI INVESTMENTS COMPANY,0.8780487804878049
SEIKO EPSON CORPORATION,SEIKO EPSON CORPORATION,1.0
SEKISUI CHEMICAL CO,SEKISUI CHEMICAL CO LTD,0.9047619047619048
SEKISUI HOUSE,SEKISUI HOUSE LTD,0.8666666666666667
SEMPRA ENERGY,SEMPRA ENERGY,1.0
SENSATA TECH HLDG,SENSATA TECHNOLOGIES HOLDING PLC,0.6938775510204082
SERVICENOW,SERVICENOW INC,0.8333333333333334
SEVEN & I HOLDINGS CO,"SEVEN & I HOLDINGS CO.,LTD.",0.875
SEVERN TRENT,SEVERN TRENT PLC,0.8571428571428571
SG HOLDINGS CO,SC HOLDINGS CORP.,0.8387096774193549
SGS,SGS SA,0.6666666666666666
SHARP CORP,SABRE CORP,0.8
SHAW COMMUNICATIONS B,SHAW COMMUNICATIONS INC.,0.8888888888888888
SHELL,SHIRE PLC,0.5714285714285714
SHERWIN-WILLIAMS CO,SHERWIN-WILLIAMS CO,1.0
SHIMADZU CORP,SHIMADZU CORPORATION,0.7878787878787878
SHIMANO,SHIMANO INC.,0.7368421052631579
SHIMIZU CORP,SHIMIZU CORPORATION,0.7741935483870968
SHIN-ETSU CHEMICAL CO,SHIN-ETSU CHEMICAL CO LTD,0.9130434782608695
SHIONOGI & CO,SHIONOGI & CO LTD,0.8666666666666667
SHISEIDO CO,"SHISEIDO COMPANY,LIMITED",0.6285714285714286
SHIZUOKA FINANCIAL GROUP,SVB FINANCIAL GROUP,0.7906976744186046
SHOPIFY A,SHOPIFY INC,0.8
SIEMENS,SIEMENS AG,0.8235294117647058
SIEMENS ENERGY,SIEMENS AG,0.75
SIEMENS HEALTHINEERS,SIEMENS HEALTHINEERS AG,0.9302325581395349
SIG GROUP,SJW GROUP,0.7777777777777778
SIGNATURE BANK,SIGNATURE BANK,1.0
SIKA,SIKA AG,0.7272727272727273
SIMON PROPERTY GROUP,SIMON PROPERTY GROUP INC,0.9090909090909091
SINGAPORE AIRLINES,SINGAPORE AIRLINES LTD.,0.8780487804878049
SINGAPORE EXCHANGE,SINGAPORE EXCHANGE LIMITED,0.8181818181818182
SINGAPORE TECH ENGR,SINGAPORE TECHNOLOGIES ENGINEERING LTD,0.6666666666666666
SINGAPORE TELECOM,SINGAPORE TELECOMMUNICATIONS LIMITED,0.6415094339622641
SINO LAND,SINOMA,0.6666666666666666
SIRIUS XM HOLDINGS,SIRIUS XM HOLDINGS INC,0.9
SITC INTL HOLDINGS,SOFTFRONT HOLDINGS,0.7222222222222222
SKAND.ENSKILDA BANKEN A,SKANDINAVISKA ENSKILDA BANKEN AB (PUBL.),0.6984126984126984
SKANSKA B,SKANSKA AB,0.9473684210526315
SKF B,SAS AB,0.5454545454545454
SKYWORKS SOLUTIONS,SKYWORKS SOLUTIONS INC,0.9
SMC CORP,SMC CORP,1.0
SMITH & NEPHEW,SMITH & NEPHEW PLC,0.875
SMITH (A.O.) CORP,SUMITOMO CORP,0.6666666666666666
SMITHS GROUP,SMITHS GROUP PLC,0.8571428571428571
SMURFIT KAPPA GROUP,SMURFIT KAPPA GROUP PLC,0.9047619047619048
SNAM,SNAM SPA,0.6666666666666666
SNAP A,SNAM SPA,0.7142857142857143
SNAP-ON,SNAP INC.,0.625
SNOWFLAKE A,SNOWFLAKE INC.,0.8
SOCIETE GENERALE,SOCIETE GENERALE SA,0.9142857142857143
SODEXO,SODEXO SA,0.8
SOFINA,SOFINA SA,0.8
SOFTBANK CORP,SOFTBANK CORP.,0.9629629629629629
SOFTBANK GROUP CORP,SOFTBANK GROUP CORP.,0.9743589743589743
SOLAREDGE TECHNOLOGIES,SOLAREDGE TECHNOLOGIES INC,0.9166666666666666
SOLVAY,SOLVAY SA,0.8
SOMPO HOLDINGS,SOMPO HOLDINGS INC,0.875
SONIC HEALTHCARE,SONIC HEALTHCARE LIMITED,0.8
SONOVA HOLDING,SONOVA HOLDING AG,0.9032258064516129
